Iteration	Time	Timesteps	TimestepsThisBatch	fps	MeanReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Episodes
99	12.336770037810007	522722	5244	1102.4954710074098	131.07898	118.461975	283.7542	-16.521988	276.0	64.70662538273072	2359
100	12.409476327896119	527874	5152	1181.1040985231507	137.02345	115.149155	291.33173	-11.436897	245.33333333333334	54.202735244049336	2380
1	0.05236121416091919	5078	5078	1616.3345015680936	-165.4438	104.88936	8.960335	-461.82004	86.0677966101695	19.743151060282678	59
2	0.10555218855539958	10194	5116	1603.2682780895443	-170.0614	90.51924	-38.04803	-401.02905	89.75438596491227	20.459871466175798	116
3	0.15726583798726398	15273	5079	1637.174219593874	-158.90086	93.439445	38.870255	-411.86023	87.56896551724138	17.44658060457448	174
4	0.2089372197786967	20306	5033	1623.556178762494	-154.39348	108.60466	-0.770874	-494.65244	91.50909090909092	17.757838450844204	229
5	0.26166881720225016	25354	5048	1595.719929942466	-144.74783	75.9467	33.591705	-359.35455	90.14285714285714	19.04452355799484	285
6	0.3126196304957072	30369	5015	1640.7103160123436	-142.42952	72.79467	-14.9056835	-371.87894	89.55357142857143	20.80515015468967	341
7	0.3628910779953003	35377	5008	1660.5501585165605	-131.49303	71.32977	10.878838	-390.0136	84.88135593220339	18.251616827161246	400
8	0.4140680154164632	40431	5054	1646.0733482958865	-126.39001	59.930534	-13.32954	-353.046	85.66101694915254	19.090871160784644	459
9	0.46499067544937134	45446	5015	1641.6012656785524	-155.51347	73.65481	-9.509087	-324.39423	91.18181818181819	18.187998949448065	514
10	0.516504418849945	50507	5061	1637.6350382172425	-143.02173	78.82025	17.807526	-379.8322	85.77966101694915	17.789796920183257	573
11	0.5676456411679586	55516	5009	1632.6445734165438	-156.47127	83.27458	-48.58268	-434.4392	89.44642857142857	19.012138643938155	629
